link_id,scenario,fiber_loss_db,splice_total_db,connector_total_db,total_loss_db,rx_power_dbm,margin_db,lpb_status,system_rise_time_ns,allowed_rise_time_ns,rtb_pass,top_contributor_1,top_contributor_2,top_contributor_3
link_01014,base,9.860000,0.336000,0.566000,12.262000,-6.262000,10.738000,PASS,0.597200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01015,base,9.370000,0.378000,0.976000,11.224000,-5.224000,19.776000,PASS,0.587400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01016,base,5.374000,0.840000,0.872000,8.586000,-4.586000,11.414000,PASS,0.668700,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01017,base,1.044000,0.061000,1.872000,3.477000,2.523000,26.523000,PASS,0.426100,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01018,base,7.190000,0.552000,0.828000,10.070000,-4.070000,13.930000,PASS,0.543800,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01019,base,3.502000,0.330000,0.574000,5.406000,0.594000,16.594000,PASS,0.575100,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01020,base,0.891000,0.088000,0.794000,2.773000,1.227000,26.227000,PASS,0.429700,280.000000,true,splitter_loss_db,fiber_loss_db,connector_total_db
link_01021,base,19.960000,1.352000,0.908000,22.720000,-20.720000,3.280000,PASS,0.799200,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_01022,base,8.115000,1.206000,2.838000,13.659000,-5.659000,19.341000,PASS,0.670500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01023,base,12.468000,1.250000,0.816000,16.534000,-10.534000,12.466000,PASS,0.711700,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01024,base,7.090000,1.551000,3.056000,13.697000,-7.697000,15.303000,PASS,0.754500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01025,base,3.219000,0.333000,1.812000,5.864000,-1.864000,21.136000,PASS,0.507300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01026,base,5.400000,0.828000,0.500000,8.728000,-4.728000,12.272000,PASS,0.580000,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01027,base,4.614000,0.931000,0.814000,6.859000,1.141000,25.141000,PASS,0.630700,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_01028,base,10.482000,0.990000,1.656000,13.628000,-5.628000,10.372000,PASS,0.749400,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01029,base,6.668000,1.364000,2.910000,12.942000,-6.942000,18.058000,PASS,0.733400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01030,base,9.045000,1.230000,0.492000,11.267000,-3.267000,20.733000,PASS,0.701500,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_01031,base,8.030000,0.340000,2.898000,11.768000,-3.768000,12.232000,PASS,0.560600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01032,base,8.300000,0.528000,1.944000,11.272000,-9.272000,6.728000,PASS,0.607500,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01033,base,11.968000,0.540000,1.500000,15.508000,-11.508000,4.492000,PASS,0.699200,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01034,base,3.736000,0.852000,1.452000,7.040000,-3.040000,21.960000,PASS,0.586800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01035,base,6.399000,0.357000,0.622000,8.878000,-4.878000,20.122000,PASS,0.613300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01036,base,9.480000,0.994000,0.666000,13.140000,-5.140000,17.860000,PASS,0.637000,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01037,base,2.120000,0.130000,1.672000,5.422000,-1.422000,25.578000,PASS,0.453000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01038,base,2.948000,0.372000,1.542000,5.362000,2.638000,25.638000,PASS,0.547400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01039,base,7.752000,0.936000,2.046000,12.734000,-8.734000,14.266000,PASS,0.658400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01040,base,5.976000,1.305000,0.804000,8.585000,-2.585000,22.415000,PASS,0.698800,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_01041,base,10.092000,0.888000,1.564000,14.544000,-10.544000,11.456000,PASS,0.652300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01042,base,19.130000,1.188000,3.032000,25.350000,-19.350000,4.650000,PASS,0.782600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01043,base,4.128000,0.225000,1.880000,8.233000,-2.233000,12.767000,PASS,0.503200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01044,base,13.550000,1.206000,3.040000,18.796000,-12.796000,4.204000,PASS,0.671000,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01045,base,4.872000,0.304000,1.938000,9.114000,-5.114000,12.886000,PASS,0.521800,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01046,base,3.573000,0.252000,0.586000,6.411000,-4.411000,19.589000,PASS,0.519100,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01047,base,10.581000,1.210000,0.970000,13.261000,-9.261000,13.739000,PASS,0.752700,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_01048,base,1.086000,0.102000,2.166000,4.354000,1.646000,28.646000,PASS,0.454300,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01049,base,6.812000,0.415000,1.464000,9.691000,-5.691000,20.309000,PASS,0.570300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01050,base,1.685000,0.054000,1.740000,4.479000,-2.479000,19.521000,PASS,0.433700,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01051,base,14.075000,1.044000,1.780000,18.399000,-16.399000,10.601000,PASS,0.681500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01052,base,1.473000,0.060000,2.064000,5.097000,2.903000,27.903000,PASS,0.449100,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_01053,base,9.080000,0.420000,2.946000,14.446000,-12.446000,12.554000,PASS,0.581600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01054,base,9.160000,0.468000,1.260000,12.888000,-8.888000,7.112000,PASS,0.583200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01055,base,7.632000,1.080000,1.336000,12.048000,-10.048000,6.952000,PASS,0.781600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01056,base,5.286000,0.848000,1.836000,9.970000,-3.970000,22.030000,PASS,0.664300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01057,base,1.038000,0.127000,1.944000,4.609000,3.391000,20.391000,PASS,0.451900,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_01058,base,1.017000,0.126000,2.912000,5.555000,2.445000,25.445000,PASS,0.433900,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_01059,base,2.192000,0.279000,0.626000,3.597000,4.403000,22.403000,PASS,0.509600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01060,base,6.086000,0.540000,2.792000,11.418000,-7.418000,15.582000,PASS,0.704300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01061,base,14.088000,0.682000,2.496000,18.766000,-10.766000,7.234000,PASS,0.752200,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01062,base,10.148000,0.816000,1.764000,14.228000,-8.228000,16.772000,PASS,0.653700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01063,base,3.465000,0.198000,1.624000,7.287000,0.713000,24.713000,PASS,0.515500,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01064,base,5.964000,0.714000,2.392000,9.570000,-7.570000,18.430000,PASS,0.598800,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01065,base,9.836000,0.904000,1.128000,13.868000,-11.868000,14.132000,PASS,0.645900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01066,base,2.724000,0.436000,0.838000,5.498000,2.502000,28.502000,PASS,0.536200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01067,base,9.368000,1.029000,2.104000,13.001000,-9.001000,6.999000,PASS,0.634200,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01068,base,11.877000,1.274000,0.594000,14.245000,-12.245000,12.755000,PASS,0.795900,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_01069,base,13.068000,1.000000,0.544000,16.612000,-8.612000,7.388000,PASS,0.726700,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01070,base,6.660000,0.515000,1.948000,10.623000,-2.623000,22.377000,PASS,0.566500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01071,base,6.784000,1.166000,3.168000,12.118000,-4.118000,11.882000,PASS,0.739200,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01072,base,4.770000,0.560000,1.260000,7.590000,0.410000,24.410000,PASS,0.559000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01073,base,11.949000,0.663000,1.794000,15.906000,-11.906000,4.094000,PASS,0.798300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01074,base,8.444000,0.798000,1.704000,12.446000,-10.446000,16.554000,PASS,0.611100,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01075,base,2.085000,0.067000,0.422000,3.074000,-1.074000,13.926000,PASS,0.441700,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01076,base,14.555000,1.197000,0.434000,16.686000,-12.686000,13.314000,PASS,0.691100,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_01077,base,13.840000,1.474000,2.814000,19.128000,-13.128000,12.872000,PASS,0.746000,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01078,base,12.150000,1.072000,0.438000,14.660000,-8.660000,13.340000,PASS,0.643000,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_01079,base,1.557000,0.119000,2.016000,4.192000,3.808000,26.808000,PASS,0.451900,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01080,base,4.660000,0.749000,1.808000,7.717000,-5.717000,18.283000,PASS,0.633000,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01081,base,1.056000,0.072000,2.028000,4.156000,1.844000,25.844000,PASS,0.452800,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01082,base,5.574000,0.792000,1.518000,8.884000,-4.884000,19.116000,PASS,0.678700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01083,base,5.319000,0.740000,2.454000,10.013000,-6.013000,19.987000,PASS,0.577300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01084,base,4.650000,0.270000,1.976000,7.896000,-1.896000,22.104000,PASS,0.555000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01085,base,7.396000,0.354000,1.108000,10.858000,-4.858000,19.142000,PASS,0.584900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01086,base,18.515000,1.308000,2.214000,22.537000,-18.537000,-1.537000,FAIL,0.770300,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01087,base,2.990000,0.098000,2.364000,5.952000,0.048000,24.048000,PASS,0.459800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01088,base,3.120000,0.470000,3.024000,8.614000,-4.614000,12.386000,PASS,0.556000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01089,base,8.000000,0.588000,2.320000,11.908000,-7.908000,17.092000,PASS,0.600000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01090,base,14.492000,1.740000,3.024000,20.256000,-18.256000,-3.256000,FAIL,0.762300,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01091,base,14.820000,1.548000,0.982000,18.850000,-14.850000,10.150000,PASS,0.770500,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_01092,base,2.214000,0.192000,1.040000,4.446000,1.554000,16.554000,PASS,0.473800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01093,base,1.010000,0.122000,1.620000,4.252000,-0.252000,22.748000,PASS,0.450500,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_01094,base,2.415000,0.282000,3.592000,7.289000,-5.289000,9.711000,PASS,0.480500,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01095,base,2.820000,0.127000,2.676000,7.623000,-3.623000,22.377000,PASS,0.456400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01096,base,6.690000,0.973000,1.720000,10.883000,-4.883000,13.117000,PASS,0.623000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01097,base,6.318000,0.448000,0.852000,9.118000,-7.118000,10.882000,PASS,0.610600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01098,base,5.960000,0.324000,1.680000,9.964000,-5.964000,11.036000,PASS,0.549000,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01099,base,6.852000,0.595000,0.794000,10.241000,-8.241000,9.759000,PASS,0.571300,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01100,base,1.230000,0.051000,2.616000,4.397000,1.603000,24.603000,PASS,0.424600,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01101,base,5.915000,0.363000,1.404000,8.682000,-6.682000,9.318000,PASS,0.518300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01102,base,4.442000,0.588000,1.554000,8.584000,-0.584000,23.416000,PASS,0.622100,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01103,base,9.830000,0.522000,1.656000,13.508000,-11.508000,10.492000,PASS,0.596600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01104,base,12.456000,0.860000,0.668000,15.484000,-13.484000,12.516000,PASS,0.711400,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01105,base,7.392000,0.544000,0.476000,9.412000,-3.412000,18.588000,PASS,0.646400,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01106,base,5.514000,0.852000,1.696000,9.562000,-3.562000,20.438000,PASS,0.583800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01107,base,3.032000,0.286000,1.962000,5.780000,-3.780000,14.220000,PASS,0.475800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01108,base,9.114000,1.070000,2.310000,13.494000,-11.494000,6.506000,PASS,0.703800,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01109,base,1.544000,0.125000,1.132000,3.301000,4.699000,27.699000,PASS,0.438600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01110,base,18.285000,0.852000,3.176000,23.813000,-17.813000,9.187000,PASS,0.765700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01111,base,7.431000,0.416000,1.596000,10.943000,-4.943000,19.057000,PASS,0.647700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01112,base,12.575000,0.784000,0.606000,15.465000,-7.465000,8.535000,PASS,0.651500,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01113,base,5.667000,0.702000,1.926000,8.795000,-0.795000,16.205000,PASS,0.588900,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01114,base,9.332000,0.560000,2.010000,13.902000,-7.902000,16.098000,PASS,0.633300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01115,base,12.870000,1.200000,0.850000,16.420000,-12.420000,11.580000,PASS,0.657400,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01116,base,10.325000,0.666000,0.458000,12.449000,-8.449000,8.551000,PASS,0.606500,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01117,base,3.100000,0.210000,2.550000,7.860000,-1.860000,23.140000,PASS,0.462000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01118,base,6.300000,0.292000,2.784000,11.376000,-5.376000,17.624000,PASS,0.526000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01119,base,14.852000,0.600000,2.574000,19.026000,-15.026000,7.974000,PASS,0.771300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01120,base,1.722000,0.114000,0.968000,3.304000,4.696000,19.696000,PASS,0.457400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01121,base,8.946000,0.963000,3.240000,14.649000,-12.649000,13.351000,PASS,0.698200,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01122,base,12.425000,0.696000,1.012000,15.133000,-7.133000,17.867000,PASS,0.648500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01123,base,6.565000,0.300000,3.976000,11.841000,-9.841000,13.159000,PASS,0.531300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01124,base,6.303000,0.672000,0.404000,7.879000,-5.879000,20.121000,PASS,0.610100,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_01125,base,8.720000,0.730000,0.830000,10.780000,-2.780000,15.220000,PASS,0.574400,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01126,base,6.690000,0.946000,2.632000,10.768000,-8.768000,15.232000,PASS,0.734500,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01127,base,17.095000,1.276000,1.896000,22.267000,-20.267000,3.733000,PASS,0.741900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01128,base,1.707000,0.126000,1.734000,5.567000,-3.567000,11.433000,PASS,0.456900,280.000000,true,splitter_loss_db,connector_total_db,fiber_loss_db
link_01129,base,5.733000,0.390000,1.248000,8.871000,-2.871000,24.129000,PASS,0.591100,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01130,base,14.560000,1.089000,1.476000,18.125000,-12.125000,11.875000,PASS,0.691200,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01131,base,2.622000,0.540000,1.470000,5.132000,2.868000,28.868000,PASS,0.531100,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01132,base,11.760000,1.026000,2.142000,16.928000,-8.928000,8.072000,PASS,0.694000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01133,base,10.220000,0.840000,0.802000,12.362000,-8.362000,8.638000,PASS,0.604400,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_01134,base,2.750000,0.460000,2.100000,5.810000,-1.810000,22.190000,PASS,0.537500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01135,base,6.828000,0.990000,0.972000,9.290000,-5.290000,18.710000,PASS,0.741400,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_01136,base,11.562000,0.888000,1.628000,15.078000,-13.078000,8.922000,PASS,0.785400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01137,base,11.704000,0.531000,1.680000,14.415000,-10.415000,12.585000,PASS,0.692600,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01138,base,2.112000,0.148000,2.712000,5.472000,0.528000,24.528000,PASS,0.470400,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01139,base,13.045000,0.464000,0.920000,15.429000,-11.429000,6.571000,PASS,0.660900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01140,base,6.700000,0.512000,1.508000,10.720000,-8.720000,9.280000,PASS,0.534000,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01141,base,3.471000,0.249000,2.832000,8.052000,-0.052000,23.948000,PASS,0.515700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01142,base,11.110000,0.427000,1.384000,14.421000,-8.421000,16.579000,PASS,0.622200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01143,base,4.272000,0.882000,1.368000,8.522000,-0.522000,24.478000,PASS,0.613600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01144,base,8.430000,0.639000,1.776000,12.845000,-8.845000,17.155000,PASS,0.681000,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01145,base,4.020000,0.276000,3.488000,8.784000,-4.784000,19.216000,PASS,0.534000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01146,base,2.391000,0.286000,3.840000,8.017000,-0.017000,15.983000,PASS,0.479700,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01147,base,5.456000,0.372000,3.432000,9.760000,-3.760000,20.240000,PASS,0.536400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01148,base,8.680000,0.635000,0.892000,11.207000,-3.207000,22.793000,PASS,0.573600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01149,base,11.692000,0.837000,2.384000,15.913000,-9.913000,17.087000,PASS,0.692300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01150,base,5.094000,0.592000,2.502000,10.188000,-2.188000,24.812000,PASS,0.654700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01151,base,15.188000,1.788000,1.744000,19.220000,-11.220000,5.780000,PASS,0.779700,280.000000,true,fiber_loss_db,splice_total_db,connector_total_db
link_01152,base,2.498000,0.388000,0.594000,5.480000,0.520000,16.520000,PASS,0.524900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01153,base,17.605000,0.825000,2.202000,22.132000,-16.132000,9.868000,PASS,0.752100,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01154,base,3.670000,0.250000,1.020000,6.940000,-4.940000,20.060000,PASS,0.473400,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01155,base,3.152000,0.320000,2.624000,8.096000,-4.096000,20.904000,PASS,0.557600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01156,base,16.800000,1.650000,2.622000,23.072000,-21.072000,5.928000,PASS,0.736000,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01157,base,2.936000,0.412000,0.744000,6.092000,-4.092000,20.908000,PASS,0.546800,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01158,base,19.865000,1.235000,1.580000,23.180000,-21.180000,-5.180000,FAIL,0.797300,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01159,base,11.930000,0.749000,0.774000,15.453000,-7.453000,10.547000,PASS,0.638600,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01160,base,3.168000,0.324000,2.160000,6.652000,1.348000,25.348000,PASS,0.505600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01161,base,7.149000,0.497000,0.920000,9.066000,-3.066000,21.934000,PASS,0.638300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01162,base,6.756000,0.812000,1.164000,10.732000,-8.732000,16.268000,PASS,0.625200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01163,base,3.255000,0.414000,1.896000,7.565000,-3.565000,23.435000,PASS,0.508500,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01164,base,17.485000,1.034000,1.048000,21.567000,-17.567000,0.433000,PASS,0.749700,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01165,base,2.022000,0.124000,3.376000,7.022000,-3.022000,20.978000,PASS,0.467400,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01166,base,5.616000,0.392000,0.966000,7.474000,-3.474000,22.526000,PASS,0.540400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01167,base,13.012000,1.450000,0.660000,16.622000,-8.622000,14.378000,PASS,0.725300,280.000000,true,fiber_loss_db,splitter_loss_db,splice_total_db
link_01168,base,11.460000,1.107000,1.284000,14.851000,-6.851000,11.149000,PASS,0.686500,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01169,base,0.470000,0.056000,1.840000,3.866000,0.134000,23.134000,PASS,0.423500,280.000000,true,connector_total_db,splitter_loss_db,fiber_loss_db
link_01170,base,5.331000,0.720000,1.692000,8.743000,-4.743000,12.257000,PASS,0.577700,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01171,base,11.145000,0.972000,2.838000,16.455000,-12.455000,9.545000,PASS,0.771500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01172,base,1.540000,0.053000,1.896000,3.989000,-1.989000,25.011000,PASS,0.430800,280.000000,true,connector_total_db,fiber_loss_db,splitter_loss_db
link_01173,base,6.196000,0.850000,0.912000,8.458000,-4.458000,21.542000,PASS,0.709800,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01174,base,4.016000,0.486000,3.760000,9.762000,-1.762000,15.238000,PASS,0.600800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01175,base,13.470000,1.000000,0.952000,16.422000,-10.422000,11.578000,PASS,0.669400,280.000000,true,fiber_loss_db,splice_total_db,splitter_loss_db
link_01176,base,2.968000,0.278000,0.550000,5.296000,-3.296000,18.704000,PASS,0.474200,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01177,base,8.118000,0.747000,2.388000,11.753000,-5.753000,10.247000,PASS,0.670600,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01178,base,6.478000,0.640000,0.902000,9.020000,-7.020000,17.980000,PASS,0.723900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01179,base,4.278000,0.452000,2.688000,8.418000,-0.418000,15.582000,PASS,0.542600,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01180,base,4.796000,0.252000,1.108000,8.156000,-0.156000,22.844000,PASS,0.519900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01181,base,3.868000,0.768000,3.144000,8.780000,-6.780000,18.220000,PASS,0.593400,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01182,base,11.715000,1.781000,2.016000,16.012000,-14.012000,8.988000,PASS,0.790500,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01183,base,11.676000,1.608000,1.732000,16.016000,-12.016000,4.984000,PASS,0.789200,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01184,base,4.635000,0.595000,1.248000,6.978000,-2.978000,20.022000,PASS,0.554500,280.000000,true,fiber_loss_db,connector_total_db,splice_total_db
link_01185,base,7.839000,0.624000,2.312000,12.775000,-8.775000,14.225000,PASS,0.661300,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01186,base,3.956000,0.450000,1.578000,6.484000,-2.484000,24.516000,PASS,0.597800,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01187,base,5.277000,0.445000,1.576000,9.298000,-5.298000,11.702000,PASS,0.575900,280.000000,true,fiber_loss_db,splitter_loss_db,connector_total_db
link_01188,base,4.580000,0.192000,1.896000,7.668000,-1.668000,22.332000,PASS,0.514500,280.000000,true,fiber_loss_db,connector_total_db,splitter_loss_db
link_01189,base,1.482000,0.204000,0.862000,4.548000,1.452000,28.452000,PASS,0.474100,280.000000,true,splitter_loss_db,fiber_loss_db,connector_total_db
