link_id,scenario,tx_power_dbm,rx_sensitivity_dbm,system_margin_db,fiber_length_km,fiber_att_db_per_km,n_splice,splice_loss_db,n_connector,connector_loss_db,splitter_loss_db,other_loss_db
link_00659,base,2,-29,2,34.94,0.3,11,0.137,4,0.45,1.5,1.41
link_00660,base,4,-27,3,27.2,0.5,9,0.142,4,0.43,0.5,2.22
link_00661,base,2,-20,4,2.99,0.2,1,0.134,4,0.209,2.0,2.08
link_00662,base,8,-29,2,27.06,0.4,9,0.147,8,0.297,1.0,0.53
link_00663,base,6,-29,2,3.85,0.2,1,0.105,8,0.228,1.5,0.45
link_00664,base,8,-27,2,38.67,0.3,12,0.066,8,0.285,1.0,0.3
link_00665,base,8,-29,3,20.65,0.4,6,0.117,6,0.354,2.0,1.11
link_00666,base,6,-20,2,16.75,0.5,5,0.131,4,0.33,2.0,0.23
link_00667,base,8,-28,3,21.51,0.5,7,0.103,2,0.287,2.0,0.2
link_00668,base,6,-28,3,32.46,0.4,10,0.134,8,0.289,0.5,1.38
link_00669,base,2,-20,5,36.86,0.2,12,0.096,6,0.307,0.5,1.92
link_00670,base,8,-28,3,2.62,0.5,1,0.055,8,0.463,1.5,0.78
link_00671,base,8,-29,4,29.52,0.3,9,0.071,2,0.424,1.5,2.18
link_00672,base,2,-27,5,6.04,0.2,2,0.051,8,0.338,2.0,2.17
link_00673,base,8,-29,4,38.7,0.5,12,0.13,2,0.238,0.5,0.48
link_00674,base,4,-27,3,33.01,0.5,11,0.115,4,0.331,1.0,0.22
link_00675,base,4,-20,5,31.25,0.2,10,0.062,4,0.422,2.0,2.41
link_00676,base,8,-28,3,19.92,0.4,6,0.107,8,0.215,0.5,0.26
link_00677,base,8,-20,5,34.21,0.4,11,0.054,8,0.346,2.0,0.58
link_00678,base,2,-20,4,4.31,0.2,1,0.077,8,0.467,0.5,1.24
link_00679,base,6,-20,5,37.68,0.2,12,0.066,4,0.341,2.0,0.58
link_00680,base,6,-20,3,10.35,0.4,3,0.122,8,0.488,1.5,1.99
link_00681,base,4,-28,4,32.39,0.2,10,0.117,4,0.252,1.0,1.51
link_00682,base,8,-20,4,5.83,0.3,1,0.071,2,0.5,1.5,2.2
link_00683,base,4,-28,2,15.57,0.2,5,0.084,2,0.385,0.5,1.4
link_00684,base,6,-29,2,20.48,0.4,6,0.14,2,0.412,2.0,2.0
link_00685,base,2,-27,2,38.58,0.2,12,0.101,4,0.389,1.0,2.28
link_00686,base,6,-20,5,7.97,0.2,2,0.065,6,0.3,1.0,0.31
link_00687,base,8,-27,3,9.67,0.5,3,0.084,4,0.226,1.5,1.79
link_00688,base,4,-28,5,17.77,0.3,5,0.064,8,0.324,2.0,2.25
link_00689,base,6,-27,5,38.17,0.3,12,0.127,2,0.225,1.5,1.0
link_00690,base,8,-27,5,31.35,0.2,10,0.116,4,0.471,0.5,2.44
link_00691,base,6,-20,5,39.24,0.4,13,0.122,6,0.473,0.5,2.07
link_00692,base,4,-20,5,36.21,0.3,12,0.139,8,0.409,2.0,1.94
link_00693,base,2,-27,4,35.48,0.5,11,0.123,4,0.356,1.5,0.53
link_00694,base,6,-29,3,21.44,0.2,7,0.053,6,0.272,1.5,1.82
link_00695,base,2,-27,4,39.5,0.4,13,0.113,6,0.237,0.5,1.12
link_00696,base,2,-20,4,23.75,0.3,7,0.131,4,0.305,1.5,1.67
link_00697,base,4,-20,3,32.97,0.2,10,0.083,4,0.447,1.5,1.14
link_00698,base,8,-20,2,7.57,0.2,2,0.056,4,0.343,2.0,0.2
link_00699,base,8,-20,4,27.72,0.5,9,0.114,8,0.407,2.0,1.83
link_00700,base,4,-28,3,17.84,0.5,5,0.121,4,0.49,0.5,1.74
link_00701,base,2,-28,4,19.31,0.2,6,0.11,8,0.233,1.5,1.43
link_00702,base,4,-27,4,3.53,0.4,1,0.149,6,0.288,0.5,1.98
link_00703,base,8,-27,4,7.4,0.4,2,0.072,8,0.201,1.5,0.17
link_00704,base,8,-29,5,3.7,0.4,1,0.128,8,0.45,1.0,1.9
link_00705,base,8,-20,5,21.18,0.3,7,0.137,6,0.227,2.0,0.97
link_00706,base,6,-27,5,36.21,0.4,12,0.115,4,0.412,1.5,1.4
link_00707,base,2,-28,2,6.7,0.3,2,0.125,2,0.236,1.0,2.41
link_00708,base,4,-28,5,12.45,0.2,4,0.131,6,0.321,0.5,1.23
link_00709,base,6,-20,3,37.49,0.5,12,0.052,6,0.315,0.5,0.29
link_00710,base,4,-29,3,5.77,0.3,1,0.076,2,0.246,2.0,1.7
link_00711,base,6,-28,2,4.24,0.2,1,0.08,2,0.296,2.0,2.23
link_00712,base,2,-27,3,11.8,0.3,3,0.125,4,0.348,2.0,2.37
link_00713,base,6,-20,5,12.23,0.2,4,0.098,8,0.39,0.5,0.67
link_00714,base,2,-28,3,38.61,0.4,12,0.107,8,0.225,1.0,1.96
link_00715,base,4,-28,5,7.41,0.5,2,0.054,8,0.488,1.5,1.63
link_00716,base,2,-20,4,8.36,0.4,2,0.134,8,0.5,1.0,1.46
link_00717,base,2,-28,2,21.39,0.4,7,0.059,2,0.449,1.5,2.2
link_00718,base,6,-29,4,10.01,0.5,3,0.077,6,0.302,2.0,2.4
link_00719,base,4,-27,5,14.48,0.2,4,0.14,4,0.324,2.0,1.91
link_00720,base,2,-27,5,22.45,0.2,7,0.085,8,0.448,1.5,0.97
link_00721,base,2,-27,5,33.89,0.4,11,0.144,8,0.203,0.5,1.9
link_00722,base,6,-28,2,27.86,0.4,9,0.131,4,0.27,2.0,2.42
link_00723,base,8,-28,2,3.4,0.3,1,0.148,8,0.233,1.5,1.42
link_00724,base,4,-28,2,20.77,0.3,6,0.125,4,0.278,1.0,2.2
link_00725,base,6,-28,2,29.7,0.4,9,0.118,8,0.201,2.0,1.6
link_00726,base,2,-29,5,37.84,0.5,12,0.077,8,0.349,0.5,2.21
link_00727,base,6,-20,5,10.53,0.4,3,0.051,4,0.3,0.5,2.48
link_00728,base,8,-27,3,10.57,0.3,3,0.066,6,0.219,0.5,0.07
link_00729,base,2,-29,4,18.41,0.3,6,0.061,4,0.488,0.5,2.05
link_00730,base,4,-27,5,21.75,0.2,7,0.113,2,0.226,0.5,2.29
link_00731,base,2,-28,2,16.34,0.5,5,0.055,8,0.22,0.5,1.4
link_00732,base,8,-20,2,13.21,0.5,4,0.073,2,0.336,2.0,1.99
link_00733,base,2,-29,2,35.44,0.5,11,0.102,4,0.232,0.5,1.49
link_00734,base,4,-28,4,4.57,0.4,1,0.092,8,0.256,1.0,1.99
link_00735,base,6,-20,4,4.3,0.4,1,0.108,4,0.244,1.5,1.51
link_00736,base,2,-28,2,13.06,0.3,4,0.101,2,0.327,1.0,2.44
link_00737,base,4,-27,4,26.34,0.3,8,0.117,8,0.38,1.5,2.13
link_00738,base,6,-29,5,23.51,0.4,7,0.066,8,0.463,0.5,1.24
link_00739,base,4,-28,5,36.96,0.3,12,0.074,6,0.442,2.0,0.51
link_00740,base,2,-29,2,9.0,0.2,3,0.086,2,0.243,2.0,0.49
link_00741,base,6,-27,2,24.26,0.3,8,0.07,4,0.266,1.5,1.8
link_00742,base,4,-28,3,14.91,0.2,4,0.068,6,0.473,0.5,2.08
link_00743,base,2,-29,3,7.22,0.4,2,0.096,6,0.443,1.0,2.35
link_00744,base,8,-27,2,39.13,0.3,13,0.138,4,0.438,1.0,1.33
link_00745,base,6,-20,3,28.39,0.2,9,0.126,4,0.456,1.5,1.97
link_00746,base,2,-29,3,14.45,0.5,4,0.071,2,0.435,0.5,0.42
link_00747,base,6,-20,5,16.75,0.3,5,0.082,6,0.358,2.0,1.79
link_00748,base,6,-20,2,20.8,0.3,6,0.072,4,0.336,1.0,0.99
link_00749,base,8,-28,4,13.63,0.4,4,0.105,4,0.425,1.5,1.11
link_00750,base,2,-20,4,15.36,0.5,5,0.095,8,0.323,2.0,0.79
link_00751,base,4,-20,3,16.53,0.4,5,0.115,6,0.47,1.5,2.11
link_00752,base,2,-29,3,21.49,0.2,7,0.062,6,0.211,1.0,0.83
link_00753,base,6,-29,4,27.65,0.3,9,0.121,4,0.5,1.5,0.02
link_00754,base,6,-20,5,13.38,0.2,4,0.097,4,0.46,1.0,0.57
link_00755,base,8,-28,5,30.47,0.5,10,0.084,2,0.294,1.0,1.07
link_00756,base,8,-28,5,37.79,0.5,12,0.135,2,0.312,1.0,0.76
link_00757,base,8,-29,4,30.04,0.3,10,0.092,8,0.429,1.5,0.82
link_00758,base,2,-28,3,2.88,0.4,1,0.107,8,0.494,1.0,2.37
link_00759,base,8,-28,5,4.42,0.2,1,0.083,8,0.392,1.5,0.23
link_00760,base,4,-27,5,5.96,0.2,1,0.069,2,0.473,2.0,0.71
link_00761,base,2,-20,2,10.86,0.4,3,0.102,4,0.298,2.0,0.98
link_00762,base,4,-20,5,39.6,0.2,13,0.089,4,0.239,1.0,0.77
link_00763,base,8,-28,4,33.08,0.3,11,0.1,8,0.283,0.5,2.48
link_00764,base,8,-28,4,18.94,0.5,6,0.096,2,0.421,1.5,1.62
link_00765,base,6,-29,5,36.92,0.3,12,0.092,4,0.47,2.0,1.14
link_00766,base,4,-27,5,36.61,0.2,12,0.074,4,0.282,1.5,1.67
link_00767,base,4,-20,5,4.54,0.2,1,0.15,2,0.427,1.5,1.03
link_00768,base,4,-27,5,8.26,0.2,2,0.057,8,0.314,2.0,2.14
link_00769,base,2,-29,2,17.07,0.3,5,0.083,8,0.345,0.5,0.21
link_00770,base,8,-28,5,26.97,0.4,8,0.134,4,0.452,0.5,0.44
link_00771,base,8,-28,2,6.72,0.2,2,0.118,4,0.332,1.0,0.54
link_00772,base,4,-20,2,3.31,0.2,1,0.089,6,0.333,0.5,0.12
link_00773,base,4,-28,4,16.34,0.3,5,0.07,2,0.327,0.5,0.84
link_00774,base,2,-28,2,9.3,0.3,3,0.122,2,0.325,0.5,2.04
link_00775,base,4,-28,5,14.26,0.5,4,0.062,4,0.232,1.5,0.43
link_00776,base,6,-27,5,17.28,0.3,5,0.096,2,0.397,1.5,1.62
link_00777,base,2,-28,5,16.02,0.4,5,0.127,8,0.495,0.5,1.78
link_00778,base,4,-29,2,32.07,0.4,10,0.148,8,0.403,1.0,0.83
link_00779,base,6,-20,2,26.14,0.4,8,0.052,8,0.315,1.0,1.26
link_00780,base,2,-28,2,28.78,0.2,9,0.081,8,0.427,0.5,0.15
link_00781,base,6,-28,3,16.23,0.5,5,0.07,2,0.271,2.0,1.85
link_00782,base,6,-29,2,14.49,0.5,4,0.115,6,0.425,1.0,2.12
link_00783,base,4,-28,2,14.59,0.3,4,0.13,4,0.382,2.0,1.3
link_00784,base,2,-27,5,8.97,0.2,2,0.145,2,0.39,1.0,2.35
link_00785,base,4,-28,3,6.77,0.2,2,0.093,8,0.293,1.0,0.61
link_00786,base,4,-29,4,8.7,0.5,2,0.147,4,0.282,2.0,0.2
link_00787,base,8,-20,3,38.96,0.5,12,0.094,8,0.428,2.0,0.05
link_00788,base,2,-29,3,16.49,0.3,5,0.076,8,0.292,1.5,0.94
link_00789,base,2,-29,3,25.03,0.5,8,0.07,4,0.201,1.5,1.23
link_00790,base,8,-29,5,37.18,0.5,12,0.081,2,0.323,0.5,2.48
link_00791,base,4,-28,5,6.73,0.4,2,0.127,6,0.353,2.0,1.59
link_00792,base,2,-20,5,15.99,0.3,5,0.074,2,0.476,1.5,1.58
link_00793,base,4,-29,5,27.7,0.3,9,0.075,4,0.204,0.5,1.61
link_00794,base,8,-27,3,36.84,0.5,12,0.067,8,0.276,1.5,1.25
link_00795,base,8,-29,5,22.26,0.2,7,0.061,6,0.444,1.5,1.87
link_00796,base,8,-29,2,37.34,0.3,12,0.132,2,0.229,2.0,1.31
link_00797,base,8,-28,3,26.87,0.4,8,0.069,4,0.259,1.0,1.26
link_00798,base,4,-28,3,6.19,0.2,2,0.125,4,0.278,2.0,1.1
link_00799,base,2,-28,2,36.69,0.4,12,0.059,2,0.283,1.5,0.07
link_00800,base,8,-27,2,10.92,0.2,3,0.077,2,0.4,0.5,0.24
link_00801,base,2,-20,4,21.85,0.5,7,0.097,6,0.381,1.5,0.93
link_00802,base,6,-28,4,35.83,0.5,11,0.088,2,0.493,1.5,2.02
link_00803,base,8,-28,2,2.12,0.2,1,0.137,6,0.485,1.0,0.92
link_00804,base,8,-20,3,25.5,0.2,8,0.149,6,0.205,1.5,2.18
link_00805,base,6,-20,3,38.84,0.5,12,0.09,2,0.305,2.0,2.47
link_00806,base,2,-20,4,34.57,0.3,11,0.121,2,0.238,0.5,0.75
link_00807,base,8,-28,5,27.58,0.2,9,0.098,4,0.273,1.0,1.88
link_00808,base,2,-27,5,27.07,0.2,9,0.066,6,0.471,1.5,0.55
link_00809,base,8,-27,3,11.79,0.5,3,0.059,6,0.462,0.5,1.61
link_00810,base,8,-20,3,16.33,0.3,5,0.076,6,0.226,0.5,0.85
link_00811,base,4,-27,4,24.5,0.3,8,0.135,8,0.373,0.5,0.78
link_00812,base,4,-20,5,24.42,0.4,8,0.127,4,0.356,1.0,0.27
link_00813,base,8,-29,3,2.35,0.4,1,0.134,8,0.404,1.0,1.5
link_00814,base,2,-29,4,7.54,0.2,2,0.077,8,0.389,1.0,1.24
link_00815,base,8,-27,4,28.76,0.3,9,0.133,4,0.454,1.0,1.75
link_00816,base,4,-20,5,4.0,0.4,1,0.148,4,0.497,2.0,0.84
link_00817,base,6,-20,5,27.76,0.2,9,0.103,6,0.285,1.0,1.75
link_00818,base,2,-28,4,22.82,0.2,7,0.135,6,0.337,1.0,1.44
link_00819,base,8,-29,3,18.79,0.3,6,0.072,4,0.421,0.5,0.91
link_00820,base,2,-28,5,34.53,0.5,11,0.118,4,0.478,0.5,0.89
link_00821,base,2,-27,4,20.01,0.5,6,0.147,8,0.274,0.5,0.6
link_00822,base,4,-20,2,20.57,0.5,6,0.136,8,0.283,2.0,0.92
link_00823,base,2,-27,5,6.56,0.3,2,0.052,8,0.282,0.5,1.99
link_00824,base,8,-20,4,8.88,0.3,2,0.06,2,0.414,1.0,1.01
link_00825,base,8,-20,2,28.63,0.2,9,0.125,4,0.49,0.5,0.45
link_00826,base,4,-27,5,24.77,0.4,8,0.062,4,0.373,1.0,0.22
link_00827,base,2,-27,2,11.76,0.4,3,0.086,4,0.327,0.5,0.62
link_00828,base,6,-20,3,3.75,0.5,1,0.12,6,0.382,1.0,1.72
link_00829,base,2,-28,2,27.18,0.3,9,0.064,4,0.487,1.0,1.48
link_00830,base,8,-27,4,12.54,0.4,4,0.088,4,0.32,0.5,2.36
link_00831,base,4,-28,2,27.71,0.4,9,0.15,4,0.414,1.0,1.05
link_00832,base,8,-20,2,7.83,0.3,2,0.058,2,0.359,2.0,0.16
link_00833,base,6,-29,4,26.33,0.3,8,0.137,4,0.282,0.5,0.94
link_00834,base,8,-27,2,38.81,0.3,12,0.103,6,0.377,2.0,0.24
link_00835,base,6,-29,2,15.26,0.2,5,0.067,8,0.254,2.0,1.19
link_00836,base,2,-28,3,6.85,0.3,2,0.088,6,0.216,1.5,1.77
link_00837,base,8,-20,3,11.47,0.5,3,0.149,8,0.351,1.5,2.38
link_00838,base,4,-29,2,21.78,0.4,7,0.091,6,0.454,0.5,0.19
link_00839,base,2,-28,2,11.12,0.2,3,0.124,8,0.443,0.5,2.41
link_00840,base,4,-20,5,18.11,0.2,6,0.091,4,0.473,0.5,1.79
link_00841,base,6,-28,2,28.7,0.5,9,0.146,4,0.252,1.5,2.1
link_00842,base,2,-20,5,21.52,0.5,7,0.067,2,0.301,1.0,2.08
link_00843,base,2,-29,4,34.33,0.5,11,0.079,4,0.201,2.0,0.54
link_00844,base,2,-20,5,13.58,0.2,4,0.086,8,0.299,1.5,0.27
link_00845,base,4,-20,4,15.29,0.2,5,0.06,8,0.259,1.0,1.03
link_00846,base,2,-28,4,36.7,0.3,12,0.097,6,0.29,2.0,2.23
link_00847,base,6,-27,5,22.38,0.5,7,0.066,6,0.424,0.5,0.9
link_00848,base,4,-27,3,35.08,0.4,11,0.054,8,0.326,1.5,2.25
link_00849,base,4,-20,4,8.09,0.2,2,0.092,8,0.44,1.0,0.81
link_00850,base,8,-20,3,31.05,0.2,10,0.146,2,0.238,1.5,1.25
link_00851,base,4,-27,4,31.16,0.5,10,0.148,2,0.33,1.5,0.71
link_00852,base,8,-28,3,5.14,0.3,1,0.075,2,0.459,1.0,1.67
link_00853,base,8,-27,3,18.31,0.3,6,0.149,4,0.269,1.0,1.0
link_00854,base,4,-28,5,12.41,0.2,4,0.112,2,0.459,2.0,1.02
link_00855,base,4,-28,4,13.64,0.5,4,0.098,8,0.393,1.5,0.28
link_00856,base,6,-20,3,15.82,0.4,5,0.14,4,0.212,0.5,1.65
link_00857,base,6,-20,4,14.22,0.2,4,0.093,6,0.484,1.5,0.84
link_00858,base,2,-28,4,6.24,0.4,2,0.124,6,0.423,1.5,0.6
link_00859,base,8,-27,2,12.49,0.3,4,0.113,2,0.212,1.0,0.48
link_00860,base,2,-27,4,18.94,0.4,6,0.123,4,0.36,1.0,0.11
link_00861,base,6,-29,4,9.28,0.5,3,0.113,2,0.473,0.5,1.21
link_00862,base,2,-28,4,21.9,0.3,7,0.079,2,0.438,1.0,1.85
link_00863,base,2,-28,5,17.1,0.5,5,0.106,8,0.32,1.5,0.52
link_00864,base,4,-27,5,2.14,0.4,1,0.08,4,0.289,1.5,1.38
link_00865,base,2,-28,4,8.5,0.2,2,0.114,6,0.478,1.5,2.18
link_00866,base,4,-28,2,3.96,0.2,1,0.115,6,0.297,1.5,1.81
link_00867,base,6,-29,2,17.52,0.2,5,0.132,4,0.419,1.5,0.44
link_00868,base,2,-20,4,38.92,0.3,12,0.132,4,0.297,1.0,1.45
link_00869,base,8,-28,5,32.69,0.3,10,0.123,8,0.311,2.0,0.23
link_00870,base,4,-28,3,8.9,0.5,2,0.144,4,0.394,0.5,0.78
link_00871,base,8,-28,2,35.64,0.3,11,0.057,4,0.337,2.0,0.25
link_00872,base,2,-27,5,22.02,0.5,7,0.052,2,0.429,0.5,0.33
link_00873,base,6,-28,2,31.26,0.2,10,0.146,2,0.363,1.5,2.13
link_00874,base,4,-20,5,5.23,0.3,1,0.081,8,0.246,0.5,1.36
link_00875,base,2,-27,2,12.16,0.2,4,0.104,2,0.353,2.0,0.35
link_00876,base,2,-28,5,36.66,0.5,12,0.065,6,0.268,2.0,1.72
link_00877,base,2,-20,3,29.16,0.2,9,0.072,6,0.307,1.5,0.3
link_00878,base,2,-27,3,37.09,0.3,12,0.093,6,0.38,2.0,0.38
link_00879,base,6,-29,4,27.36,0.2,9,0.077,8,0.399,1.5,2.03
link_00880,base,2,-27,3,29.03,0.3,9,0.082,8,0.334,2.0,2.04
link_00881,base,8,-29,3,6.3,0.2,2,0.082,4,0.255,2.0,0.88
link_00882,base,8,-20,4,20.78,0.3,6,0.13,4,0.315,2.0,1.35
link_00883,base,4,-20,2,20.72,0.5,6,0.103,4,0.411,1.0,0.9
link_00884,base,2,-29,5,9.72,0.3,3,0.142,2,0.473,1.5,2.12
link_00885,base,4,-29,5,34.94,0.3,11,0.134,8,0.273,1.0,0.14
link_00886,base,4,-20,2,7.24,0.5,2,0.087,2,0.399,0.5,1.19
link_00887,base,4,-27,3,24.57,0.4,8,0.064,4,0.223,2.0,0.37
link_00888,base,4,-29,5,8.93,0.5,2,0.122,8,0.434,0.5,0.72
link_00889,base,2,-28,3,7.92,0.2,2,0.09,8,0.404,2.0,1.39
link_00890,base,6,-28,5,33.52,0.3,11,0.077,2,0.356,1.0,1.86
link_00891,base,2,-28,5,17.22,0.3,5,0.132,2,0.445,2.0,1.19
link_00892,base,8,-20,3,26.8,0.2,8,0.13,8,0.258,0.5,0.26
link_00893,base,6,-27,3,15.78,0.4,5,0.066,2,0.22,0.5,1.89
link_00894,base,4,-27,3,13.75,0.4,4,0.059,2,0.369,2.0,0.11
link_00895,base,6,-27,4,13.95,0.4,4,0.146,4,0.294,2.0,1.81
link_00896,base,2,-29,5,39.01,0.2,13,0.1,4,0.207,2.0,1.19
link_00897,base,2,-29,3,35.01,0.3,11,0.118,2,0.466,0.5,2.38
link_00898,base,4,-28,3,10.8,0.4,3,0.095,4,0.302,1.5,1.56
link_00899,base,2,-20,3,37.73,0.3,12,0.15,2,0.487,2.0,0.24
link_00900,base,6,-27,5,2.57,0.2,1,0.095,4,0.48,1.0,0.17
link_00901,base,6,-27,2,23.91,0.3,7,0.121,8,0.277,2.0,2.45
link_00902,base,8,-28,2,31.0,0.5,10,0.054,6,0.32,1.0,1.1
link_00903,base,6,-29,2,21.47,0.5,7,0.101,6,0.463,0.5,1.55
link_00904,base,4,-27,3,26.47,0.2,8,0.079,4,0.371,0.5,0.56
link_00905,base,2,-29,5,35.22,0.5,11,0.114,8,0.233,1.0,1.83
link_00906,base,8,-20,3,36.86,0.5,12,0.083,6,0.303,2.0,0.53
link_00907,base,2,-29,5,30.17,0.2,10,0.105,8,0.244,1.0,0.8
link_00908,base,8,-27,4,3.19,0.5,1,0.148,4,0.216,0.5,2.38
link_00909,base,6,-29,3,27.98,0.2,9,0.064,6,0.322,1.5,2.18
link_00910,base,8,-28,4,19.15,0.3,6,0.133,2,0.468,2.0,0.86
link_00911,base,4,-28,4,30.62,0.5,10,0.098,4,0.49,2.0,0.89
link_00912,base,8,-27,3,28.33,0.2,9,0.122,4,0.297,1.5,0.04
link_00913,base,4,-20,4,36.07,0.2,12,0.129,8,0.279,0.5,2.47
link_00914,base,4,-20,2,37.85,0.2,12,0.072,4,0.326,1.0,1.5
link_00915,base,4,-28,2,10.21,0.4,3,0.131,2,0.291,1.5,1.26
link_00916,base,8,-20,5,34.97,0.5,11,0.085,8,0.357,1.5,0.28
link_00917,base,8,-29,3,8.68,0.3,2,0.104,8,0.286,2.0,1.59
link_00918,base,2,-27,2,28.68,0.2,9,0.115,8,0.231,0.5,1.58
link_00919,base,2,-29,5,21.13,0.3,7,0.072,8,0.365,0.5,0.49
link_00920,base,2,-29,5,19.84,0.5,6,0.141,8,0.202,1.5,1.96
link_00921,base,6,-29,4,21.29,0.5,7,0.117,2,0.47,2.0,0.08
link_00922,base,6,-29,4,3.0,0.3,1,0.146,8,0.273,2.0,0.48
link_00923,base,2,-20,3,26.49,0.5,8,0.148,4,0.321,1.5,1.29
link_00924,base,2,-28,2,18.62,0.5,6,0.134,6,0.451,1.0,2.37
link_00925,base,2,-27,5,9.74,0.2,3,0.113,4,0.208,0.5,1.43
link_00926,base,4,-20,4,2.96,0.3,1,0.074,4,0.289,1.0,1.82
link_00927,base,8,-29,2,32.67,0.4,10,0.058,4,0.388,0.5,0.28
link_00928,base,2,-27,3,37.23,0.4,12,0.076,4,0.228,2.0,2.11
link_00929,base,4,-20,2,36.68,0.5,12,0.13,8,0.222,0.5,0.53
link_00930,base,6,-20,3,17.96,0.3,5,0.08,4,0.398,0.5,0.29
link_00931,base,6,-20,2,15.03,0.3,5,0.102,6,0.478,1.0,1.52
link_00932,base,4,-28,4,22.37,0.2,7,0.14,2,0.298,1.0,0.21
link_00933,base,4,-29,4,28.28,0.5,9,0.07,2,0.305,1.5,1.17
link_00934,base,8,-20,3,32.74,0.4,10,0.067,6,0.489,0.5,1.46
link_00935,base,6,-28,3,31.13,0.5,10,0.093,8,0.327,1.5,2.04
link_00936,base,8,-20,3,25.67,0.4,8,0.087,2,0.335,0.5,2.4
link_00937,base,8,-29,4,11.62,0.5,3,0.053,4,0.443,2.0,1.98
link_00938,base,2,-28,4,15.59,0.4,5,0.065,6,0.237,1.5,1.72
link_00939,base,4,-20,4,29.24,0.3,9,0.106,8,0.285,1.0,1.32
link_00940,base,6,-27,5,5.91,0.5,1,0.082,6,0.259,0.5,2.01
link_00941,base,6,-20,2,20.95,0.2,6,0.095,6,0.377,1.0,1.44
link_00942,base,2,-20,4,12.83,0.3,4,0.134,8,0.211,0.5,0.84
link_00943,base,8,-27,5,2.62,0.4,1,0.077,6,0.32,1.5,1.23
link_00944,base,6,-20,5,3.79,0.2,1,0.134,2,0.209,0.5,2.06
link_00945,base,6,-20,3,7.27,0.3,2,0.059,6,0.445,0.5,2.34
link_00946,base,6,-27,2,34.98,0.2,11,0.145,2,0.279,2.0,0.67
link_00947,base,4,-20,2,8.47,0.3,2,0.082,4,0.426,2.0,1.59
link_00948,base,4,-20,5,27.39,0.4,9,0.082,8,0.268,1.5,1.92
link_00949,base,6,-28,3,29.03,0.2,9,0.058,8,0.218,0.5,1.68
link_00950,base,8,-28,5,19.79,0.2,6,0.084,6,0.428,1.5,1.77
link_00951,base,2,-28,3,26.9,0.4,8,0.089,8,0.46,1.0,1.95
link_00952,base,6,-20,3,9.14,0.4,3,0.145,2,0.244,0.5,1.86
link_00953,base,8,-28,4,11.14,0.2,3,0.098,8,0.306,0.5,2.32
link_00954,base,8,-28,3,5.19,0.5,1,0.1,6,0.216,1.5,0.92
link_00955,base,8,-20,3,3.87,0.4,1,0.069,4,0.378,2.0,1.3
link_00956,base,2,-28,2,6.15,0.3,2,0.062,2,0.373,1.0,0.16
link_00957,base,4,-20,5,5.84,0.5,1,0.06,6,0.349,1.0,1.96
link_00958,base,6,-29,2,15.21,0.2,5,0.069,8,0.422,1.0,0.43
link_00959,base,4,-28,4,27.89,0.5,9,0.064,2,0.4,2.0,0.84
link_00960,base,6,-27,3,8.75,0.2,2,0.109,8,0.375,2.0,2.18
link_00961,base,2,-27,4,19.96,0.3,6,0.103,4,0.426,0.5,0.25
link_00962,base,6,-20,5,32.55,0.4,10,0.149,6,0.399,1.5,0.91
link_00963,base,6,-29,4,2.52,0.5,1,0.061,2,0.244,2.0,2.14
link_00964,base,4,-29,5,27.06,0.2,9,0.074,8,0.308,0.5,0.48
link_00965,base,2,-29,5,38.28,0.3,12,0.077,6,0.466,2.0,1.47
link_00966,base,6,-29,3,37.92,0.2,12,0.108,6,0.45,0.5,1.08
link_00967,base,6,-29,2,19.29,0.2,6,0.1,4,0.34,1.0,1.31
link_00968,base,4,-29,5,13.01,0.4,4,0.056,6,0.205,0.5,0.54
link_00969,base,2,-27,5,33.37,0.4,11,0.051,6,0.398,0.5,0.12
link_00970,base,6,-28,2,7.23,0.4,2,0.064,4,0.33,0.5,0.73
link_00971,base,6,-28,5,3.22,0.5,1,0.09,2,0.468,1.5,1.49
link_00972,base,8,-29,3,8.59,0.3,2,0.075,8,0.366,1.5,0.76
link_00973,base,8,-28,5,13.3,0.5,4,0.06,8,0.408,1.5,1.17
link_00974,base,8,-20,5,18.25,0.2,6,0.141,2,0.487,2.0,0.22
link_00975,base,6,-28,4,7.34,0.3,2,0.112,6,0.216,2.0,0.31
link_00976,base,8,-20,2,27.46,0.2,9,0.055,2,0.3,0.5,2.05
link_00977,base,6,-27,2,23.49,0.2,7,0.12,4,0.369,2.0,0.34
link_00978,base,4,-29,4,36.01,0.2,12,0.131,4,0.234,0.5,0.38
link_00979,base,2,-28,3,35.44,0.2,11,0.097,8,0.317,0.5,0.75
link_00980,base,4,-28,4,20.38,0.5,6,0.136,2,0.33,0.5,0.46
link_00981,base,4,-28,3,33.1,0.5,11,0.098,6,0.4,2.0,0.92
link_00982,base,8,-27,5,12.46,0.5,4,0.131,4,0.208,2.0,0.3
link_00983,base,6,-27,5,16.8,0.2,5,0.141,6,0.489,2.0,2.21
link_00984,base,2,-28,4,19.42,0.3,6,0.085,8,0.354,1.0,1.64
link_00985,base,6,-20,3,15.37,0.4,5,0.128,6,0.477,0.5,2.29
link_00986,base,8,-20,3,26.52,0.4,8,0.063,6,0.377,1.5,1.46
link_00987,base,2,-27,2,33.54,0.3,11,0.073,2,0.35,2.0,0.81
link_00988,base,4,-27,3,10.8,0.5,3,0.126,8,0.477,0.5,1.53
